0, 0, 0.000
4.352, 0, 4.352
8.704, 0, 8.704
13.055, 0, 13.055
17.407, 0, 17.407
21.759, 0, 21.759
26.111, 0, 26.111
30.462, 0, 30.462
34.814, 0, 34.814
39.166, 0, 39.166
43.518, 0, 43.518
47.87, 0, 47.870
52.221, 0, 52.221
56.573, 0, 56.573
60.925, 0, 60.925
65.277, 0, 65.277
69.628, 0, 69.628
73.98, 0, 73.980
78.332, 0, 78.332
82.684, 0, 82.684
87.036, 0, 87.036
91.387, 0, 91.387
95.739, 0, 95.739
100.091, 0, 100.091
104.443, 0, 104.443
108.794, 0, 108.794
113.146, 0, 113.146
117.498, 0, 117.498
121.85, 0, 121.850
126.202, 0, 126.202
130.553, 0, 130.553
134.905, 0, 134.905
139.257, 0, 139.257
143.609, 0, 143.609
147.96, 0, 147.960
152.312, 0, 152.312
156.664, 0, 156.664
161.016, 0, 161.016
165.368, 0, 165.368
169.719, 0, 169.719
174.071, 0, 174.071
178.423, 0, 178.423
