2429.5,27.911,0
2431.2,27.926,1.7453
2433,27.972,3.4907
2434.7,28.048,5.236
2436.5,28.154,6.9813
2438.2,28.291,8.7266
2440,28.458,10.472
2441.7,28.656,12.217
2443.4,28.884,13.963
2445.1,29.142,15.708
2446.9,29.43,17.453
2448.6,29.748,19.199
2450.3,30.096,20.944
2452,30.474,22.689
2453.7,30.881,24.435
2455.4,31.318,26.18
2457.1,31.784,27.925
2458.7,32.28,29.671
2460.4,32.805,31.416
2462.1,33.359,33.161
2463.7,33.941,34.907
2465.3,34.553,36.652
2467,35.192,38.397
2468.6,35.86,40.143
2470.2,36.556,41.888
2471.8,37.28,43.633
2473.3,38.031,45.379
2474.9,38.81,47.124
2476.4,39.616,48.869
2478,40.449,50.615
2479.5,41.308,52.36
2481,42.194,54.105
2482.5,43.106,55.851
2484,44.044,57.596
2485.4,45.007,59.341
2486.9,45.995,61.087
2488.3,47.009,62.832
2489.7,48.047,64.577
2491.1,49.11,66.323
2492.4,50.196,68.068
2493.8,51.306,69.813
2495.1,52.44,71.558
2496.4,53.596,73.304
2497.7,54.775,75.049
2499,55.977,76.794
2500.2,57.2,78.54
2501.4,58.445,80.285
2502.6,59.711,82.03
2503.8,60.998,83.776
2505,62.305,85.521
2506.1,63.632,87.266
2507.2,64.979,89.012
2508.3,66.344,90.757
2509.4,67.729,92.502
2510.4,69.132,94.248
2511.4,70.553,95.993
2512.4,71.991,97.738
2513.4,73.447,99.484
2514.3,74.919,101.23
2515.2,76.407,102.97
2516.1,77.911,104.72
2517,79.43,106.47
2517.8,80.963,108.21
2518.6,82.512,109.96
2519.4,84.073,111.7
2520.1,85.649,113.45
2520.9,87.237,115.19
2521.6,88.837,116.94
2522.2,90.45,118.68
2522.9,92.074,120.43
2523.5,93.709,122.17
2524.1,95.354,123.92
2524.6,97.009,125.66
2525.1,98.673,127.41
2525.6,100.35,129.15
2526.1,102.03,130.9
2526.5,103.72,132.65
2526.9,105.42,134.39
2527.3,107.12,136.14
2527.7,108.83,137.88
2528,110.55,139.63
2528.3,112.27,141.37
2528.5,113.99,143.12
2528.8,115.72,144.86
2529,117.46,146.61
2529.1,119.2,148.35
2529.3,120.93,150.1
2529.4,122.68,151.84
2529.4,124.42,153.59
2529.5,126.17,155.33
2529.5,127.91,157.08
2529.5,129.66,158.82
2529.4,131.4,160.57
2529.4,133.14,162.32
2529.3,134.89,164.06
2529.1,136.63,165.81
2529,138.36,167.55
2528.8,140.1,169.3
2528.5,141.83,171.04
2528.3,143.55,172.79
2528,145.28,174.53
2527.7,146.99,176.28
2527.3,148.7,178.02
2526.9,150.41,179.77
2526.5,152.1,181.51
2526.1,153.79,183.26
2525.6,155.47,185
2525.1,157.15,186.75
2524.6,158.81,188.5
2524.1,160.47,190.24
2523.5,162.11,191.99
2522.9,163.75,193.73
2522.2,165.37,195.48
2521.6,166.98,197.22
2520.9,168.58,198.97
2520.1,170.17,200.71
2519.4,171.75,202.46
2518.6,173.31,204.2
2517.8,174.86,205.95
2517,176.39,207.69
2516.1,177.91,209.44
2515.2,179.41,211.18
2514.3,180.9,212.93
2513.4,182.37,214.68
2512.4,183.83,216.42
2511.4,185.27,218.17
2510.4,186.69,219.91
2509.4,188.09,221.66
2508.3,189.48,223.4
2507.2,190.84,225.15
2506.1,192.19,226.89
2505,193.52,228.64
2503.8,194.82,230.38
2502.6,196.11,232.13
2501.4,197.38,233.87
2500.2,198.62,235.62
2499,199.84,237.36
2497.7,201.05,239.11
2496.4,202.23,240.86
2495.1,203.38,242.6
2493.8,204.52,244.35
2492.4,205.63,246.09
2491.1,206.71,247.84
2489.7,207.77,249.58
2488.3,208.81,251.33
2486.9,209.83,253.07
2485.4,210.81,254.82
2484,211.78,256.56
2482.5,212.72,258.31
2481,213.63,260.05
2479.5,214.51,261.8
2478,215.37,263.54
2476.4,216.21,265.29
2474.9,217.01,267.04
2473.3,217.79,268.78
2471.8,218.54,270.53
2470.2,219.27,272.27
2468.6,219.96,274.02
2467,220.63,275.76
2465.3,221.27,277.51
2463.7,221.88,279.25
2462.1,222.46,281
2460.4,223.02,282.74
2458.7,223.54,284.49
2457.1,224.04,286.23
2455.4,224.5,287.98
2453.7,224.94,289.72
2452,225.35,291.47
2450.3,225.73,293.22
2448.6,226.07,294.96
2446.9,226.39,296.71
2445.1,226.68,298.45
2443.4,226.94,300.2
2441.7,227.17,301.94
2440,227.36,303.69
2438.2,227.53,305.43
2436.5,227.67,307.18
2434.7,227.77,308.92
2433,227.85,310.67
2431.2,227.9,312.41
2429.5,227.91,314.16
2428.5,26.29,315.16
2427.5,26.29,316.16
2426.5,26.29,317.16
2425.5,26.29,318.16
2424.5,26.29,319.16
2423.5,26.29,320.16
2422.5,26.29,321.16
2421.5,26.29,322.16
2420.5,26.29,323.16
2419.5,26.29,324.16
2418.5,26.29,325.16
2417.5,26.29,326.16
2416.5,26.29,327.16
2415.5,26.29,328.16
2414.5,26.29,329.16
2413.5,26.29,330.16
2412.5,26.29,331.16
2411.5,26.29,332.16
2410.5,26.29,333.16
2409.5,26.29,334.16
2408.5,26.29,335.16
2407.5,26.29,336.16
2406.5,26.29,337.16
2405.5,26.29,338.16
2404.5,26.29,339.16
2403.5,26.29,340.16
2402.5,26.29,341.16
2401.5,26.29,342.16
2400.5,26.29,343.16
2399.5,26.29,344.16
2398.5,26.29,345.16
2397.5,26.29,346.16
2396.5,26.29,347.16
2395.5,26.29,348.16
2394.5,26.29,349.16
2393.5,26.29,350.16
2392.5,26.29,351.16
2391.5,26.29,352.16
2390.5,26.29,353.16
2389.5,26.29,354.16
2388.5,26.29,355.16
2387.5,26.29,356.16
2386.5,26.29,357.16
2385.5,26.29,358.16
2384.5,26.29,359.16
2383.5,26.29,360.16
2382.5,26.29,361.16
2381.5,26.29,362.16
2380.5,26.29,363.16
2379.5,26.29,364.16
2378.5,26.29,365.16
2377.5,26.29,366.16
2376.5,26.29,367.16
2375.5,26.29,368.16
2374.5,26.29,369.16
2373.5,26.29,370.16
