2340.85 26.5131 1402.81
2338.92 26.5201 1404.74
2336.99 26.5271 1406.67
2335.06 26.5341 1408.6
2333.12 26.541 1410.54
2331.16 26.548 1412.5
2329.19 26.5551 1414.47
2327.21 26.5621 1416.45
2325.22 26.5692 1418.44
2323.23 26.5762 1420.43
2321.25 26.5833 1422.41
2319.28 26.5905 1424.38
2317.32 26.5974 1426.34
2315.37 26.6049 1428.29
2313.44 26.6119 1430.22
2311.52 26.6184 1432.14
2309.62 26.6249 1434.04
2307.71 26.6319 1435.95
2305.81 26.6389 1437.85
2303.89 26.6458 1439.77
2301.96 26.6526 1441.7
2300.01 26.6595 1443.65
2298.05 26.6662 1445.61
2296.07 26.6739 1447.59
2294.09 26.6813 1449.57
2292.12 26.6886 1451.55
2290.14 26.6955 1453.52
2288.17 26.7023 1455.49
2286.21 26.7089 1457.45
2284.28 26.7158 1459.38
2282.35 26.7227 1461.31
2280.45 26.7296 1463.21
2278.54 26.736 1465.12
2276.64 26.7424 1467.02
2274.73 26.7489 1468.93
2272.83 26.7556 1470.83
2270.9 26.7624 1472.76
2268.96 26.7694 1474.7
2267.0 26.7759 1476.66
2265.03 26.7821 1478.63
2263.06 26.7887 1480.6
2261.08 26.7954 1482.58
2259.1 26.8021 1484.56
2257.14 26.8087 1486.52
2255.19 26.8153 1488.47
2253.26 26.8221 1490.4
2251.33 26.8284 1492.33
2249.4 26.8348 1494.26
2247.47 26.8411 1496.19
2245.54 26.8476 1498.12
2243.59 26.8541 1500.07
2241.64 26.8604 1502.02
2239.67 26.8668 1503.99
2237.7 26.8733 1505.96
2235.74 26.8797 1507.92
2233.79 26.8859 1509.87
2231.83 26.8925 1511.83
2229.88 26.8988 1513.78
2227.93 26.9053 1515.73
2225.98 26.9117 1517.68
2224.04 26.9179 1519.63
2222.09 26.9242 1521.57
2220.12 26.9301 1523.54
2218.15 26.9364 1525.51
2216.18 26.9426 1527.48
2214.21 26.9489 1529.45
2212.23 26.9556 1531.43
2210.26 26.9622 1533.4
2208.29 26.9682 1535.37
2206.34 26.9743 1537.32
2204.38 26.9803 1539.28
2202.41 26.9866 1541.25
2200.43 26.9931 1543.23
2198.46 26.9995 1545.2
2196.49 27.006 1547.17
2194.52 27.0119 1549.14
2192.57 27.0176 1551.09
2190.62 27.0239 1553.04
2188.67 27.0302 1554.99
2186.71 27.0364 1556.96
2184.73 27.0427 1558.93
2182.76 27.0493 1560.9
2180.79 27.0553 1562.87
2178.83 27.0614 1564.83
2176.88 27.0675 1566.78
2174.93 27.0736 1568.73
2172.98 27.08 1570.68
2171.02 27.0857 1572.64
2169.05 27.0915 1574.61
2167.08 27.0973 1576.58
2165.11 27.1029 1578.55
2163.14 27.109 1580.52
2161.17 27.1151 1582.49
2159.19 27.1213 1584.47
2157.23 27.1271 1586.43
2155.27 27.1329 1588.39
2153.33 27.1385 1590.34
2151.38 27.144 1592.28
2149.43 27.1494 1594.23
2147.48 27.1552 1596.18
2145.51 27.1608 1598.15
2143.54 27.1666 1600.12
2141.56 27.1721 1602.1
2139.57 27.178 1604.09
2137.6 27.1838 1606.06
2135.63 27.1895 1608.03
2133.66 27.1953 1610.0
2131.72 27.2012 1611.94
2129.77 27.2072 1613.89
2127.82 27.2128 1615.84
2125.87 27.2185 1617.79
2123.93 27.2241 1619.74
2121.96 27.2298 1621.7
2119.99 27.2355 1623.67
2118.02 27.2412 1625.64
2116.05 27.247 1627.61
2114.07 27.2528 1629.59
2112.1 27.2585 1631.56
2110.15 27.2641 1633.51
2108.2 27.2697 1635.46
2106.26 27.2753 1637.4
2104.32 27.2809 1639.34
2102.38 27.2867 1641.28
2100.43 27.2923 1643.23
2098.48 27.2978 1645.18
2096.5 27.3032 1647.16
2094.51 27.3085 1649.15
2092.51 27.3138 1651.15
2090.52 27.3189 1653.14
2088.52 27.3247 1655.14
2086.52 27.3303 1657.14
2084.53 27.3358 1659.13
2082.55 27.3407 1661.11
2080.58 27.3458 1663.08
2078.64 27.3508 1665.02
2076.71 27.3562 1666.95
2074.78 27.3615 1668.88
2072.86 27.3669 1670.8
2070.94 27.3723 1672.72
2069.0 27.378 1674.66
2067.05 27.3828 1676.61
2065.09 27.3877 1678.57
2063.11 27.3929 1680.55
2061.12 27.3982 1682.55
2059.12 27.4034 1684.54
2057.12 27.4086 1686.54
2055.12 27.4139 1688.54
2053.14 27.4193 1690.52
2051.16 27.4247 1692.5
2049.21 27.4301 1694.45
2047.27 27.4353 1696.39
2045.34 27.4407 1698.32
2043.42 27.446 1700.24
2041.5 27.4511 1702.17
2039.57 27.4559 1704.09
2037.64 27.461 1706.02
2035.7 27.4667 1707.96
2033.74 27.472 1709.92
2031.77 27.4771 1711.89
2029.78 27.4822 1713.88
2027.79 27.4871 1715.87
2025.8 27.4923 1717.87
2023.81 27.4975 1719.85
2021.83 27.5027 1721.83
2019.86 27.5082 1723.8
2017.9 27.513 1725.76
2015.96 27.5177 1727.7
2014.01 27.5223 1729.65
2012.06 27.5272 1731.6
2010.1 27.5325 1733.56
2008.14 27.5373 1735.52
2006.16 27.5419 1737.5
2004.18 27.5468 1739.48
2002.19 27.5514 1741.47
2000.21 27.5558 1743.45
1998.24 27.5602 1745.43
1996.27 27.5651 1747.39
1994.33 27.5698 1749.34
1992.38 27.5742 1751.28
1990.44 27.5792 1753.22
1988.5 27.5839 1755.16
1986.55 27.5885 1757.11
1984.59 27.5933 1759.07
1982.62 27.5981 1761.04
1980.64 27.603 1763.02
1978.66 27.6083 1765.0
1976.69 27.6132 1766.98
1974.72 27.6178 1768.94
1972.76 27.6221 1770.9
1970.8 27.6262 1772.86
1968.84 27.6306 1774.83
1966.87 27.6351 1776.79
1964.91 27.6402 1778.75
1962.95 27.6453 1780.71
1960.98 27.6499 1782.68
1959.01 27.6549 1784.65
1957.04 27.6593 1786.62
1955.08 27.6637 1788.58
1953.12 27.6685 1790.54
1951.15 27.6728 1792.51
1949.19 27.6773 1794.47
1947.23 27.6817 1796.43
1945.28 27.6859 1798.38
1943.33 27.69 1800.33
1941.38 27.6941 1802.28
1939.43 27.6979 1804.23
1937.46 27.7024 1806.2
1935.48 27.707 1808.18
1933.5 27.7117 1810.16
1931.51 27.7164 1812.15
1929.53 27.7209 1814.13
1927.55 27.7254 1816.11
1925.59 27.7296 1818.07
1923.64 27.7341 1820.02
1921.7 27.7383 1821.96
1919.76 27.7425 1823.9
1917.81 27.7469 1825.85
1915.86 27.7513 1827.8
1913.9 27.7555 1829.76
1911.93 27.7598 1831.73
1909.95 27.7641 1833.71
1907.97 27.7685 1835.69
1905.99 27.7728 1837.67
1904.02 27.7773 1839.64
1902.06 27.7816 1841.6
1900.1 27.786 1843.56
1898.14 27.7905 1845.52
1896.17 27.795 1847.49
1894.2 27.7994 1849.46
1892.22 27.8031 1851.44
1890.25 27.8075 1853.41
1888.29 27.8118 1855.37
1886.33 27.8161 1857.33
1884.38 27.8203 1859.28
1882.42 27.8245 1861.24
1880.45 27.8287 1863.21
1878.48 27.8327 1865.18
1876.51 27.8367 1867.15
1874.54 27.8409 1869.12
1872.58 27.8448 1871.08
1870.63 27.8488 1873.03
1868.68 27.853 1874.98
1866.73 27.8572 1876.93
1864.77 27.8612 1878.89
1862.8 27.8653 1880.86
1860.82 27.8695 1882.84
1858.83 27.8739 1884.83
1856.84 27.878 1886.82
1854.86 27.8818 1888.8
1852.88 27.8859 1890.78
1850.92 27.8898 1892.74
1848.96 27.8935 1894.7
1847.02 27.8971 1896.64
1845.07 27.9009 1898.59
1843.12 27.9048 1900.54
1841.17 27.9088 1902.49
1839.21 27.9125 1904.45
1837.23 27.9166 1906.43
1835.25 27.9208 1908.41
1833.27 27.9249 1910.39
1831.29 27.929 1912.37
1829.32 27.9328 1914.35
1827.36 27.9365 1916.3
1825.41 27.94 1918.25
1823.47 27.9437 1920.19
1821.54 27.9472 1922.12
1819.6 27.9514 1924.06
1817.65 27.9551 1926.01
1815.69 27.9589 1927.97
1813.72 27.9628 1929.94
1811.74 27.9668 1931.92
1809.77 27.9705 1933.89
1807.79 27.9745 1935.87
1805.83 27.9783 1937.83
1803.87 27.9821 1939.79
1801.91 27.9861 1941.75
1799.95 27.9901 1943.71
1797.98 27.9941 1945.68
1796.01 27.9981 1947.65
1794.04 28.0021 1949.62
1792.06 28.0059 1951.6
1790.1 28.0096 1953.56
1788.15 28.0132 1955.51
1786.2 28.0166 1957.46
1784.24 28.02 1959.42
1782.28 28.0238 1961.38
1780.31 28.0276 1963.35
1778.34 28.0313 1965.32
1776.37 28.0345 1967.29
1774.41 28.0382 1969.25
1772.46 28.0419 1971.2
1770.51 28.0455 1973.15
1768.56 28.0492 1975.1
1766.6 28.0529 1977.06
1764.63 28.0566 1979.03
1762.65 28.06 1981.01
1760.67 28.0639 1982.99
1758.68 28.0682 1984.98
1756.7 28.0717 1986.96
1754.72 28.0749 1988.94
1752.76 28.0784 1990.9
1750.81 28.0818 1992.85
1748.86 28.0849 1994.8
1746.92 28.0885 1996.74
1744.97 28.0919 1998.69
1743.02 28.0955 2000.64
1741.06 28.099 2002.6
1739.08 28.1026 2004.58
1737.1 28.1062 2006.56
1735.12 28.1099 2008.54
1733.14 28.1136 2010.52
1731.17 28.117 2012.49
1729.21 28.1202 2014.45
1727.26 28.1234 2016.4
1725.32 28.1262 2018.34
1723.39 28.1296 2020.27
1721.45 28.1334 2022.21
1719.5 28.1365 2024.16
1717.54 28.1394 2026.12
1715.57 28.1429 2028.09
1713.6 28.1464 2030.06
1711.62 28.1498 2032.04
1709.65 28.153 2034.01
1707.68 28.1563 2035.98
1705.73 28.1595 2037.93
1703.79 28.1631 2039.88
1701.85 28.1671 2041.81
1699.91 28.1702 2043.75
1697.98 28.1736 2045.68
1696.03 28.1767 2047.63
1694.08 28.1802 2049.58
1692.11 28.1837 2051.55
1690.12 28.1871 2053.54
1688.12 28.1905 2055.54
1686.12 28.194 2057.54
1684.11 28.1977 2059.55
1682.12 28.2011 2061.54
1680.12 28.2043 2063.54
1678.15 28.2077 2065.51
1676.18 28.2108 2067.48
1674.24 28.2136 2069.42
1672.31 28.2166 2071.36
1670.38 28.2194 2073.28
1668.46 28.222 2075.2
1666.53 28.2251 2077.13
1664.6 28.2284 2079.06
1662.65 28.2316 2081.01
1660.69 28.235 2082.98
1658.71 28.2385 2084.95
1656.72 28.2416 2086.94
1654.72 28.2449 2088.94
1652.72 28.248 2090.94
1650.73 28.2512 2092.93
1648.74 28.2543 2094.92
1646.77 28.2577 2096.89
1644.81 28.2609 2098.85
1642.86 28.2638 2100.8
1640.91 28.2667 2102.75
1638.96 28.2695 2104.7
1637.01 28.2721 2106.66
1635.04 28.2754 2108.62
1633.05 28.2787 2110.61
1631.07 28.282 2112.59
1629.08 28.2848 2114.58
1627.1 28.2876 2116.56
1625.12 28.2902 2118.54
1623.16 28.2929 2120.5
1621.21 28.2954 2122.45
1619.26 28.2984 2124.4
1617.32 28.3019 2126.34
1615.37 28.3045 2128.29
